CarParkID,CarParkName_Zh_tw,Description,HourlyRates
P10,嘉義長庚醫院停車場（綜合醫學大樓）,立體式小型車602格,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
P07,布袋港第二停車場,小型車242格,"[{'RateName': '小型車計時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
MS0002,雲梯接駁停車場,平面式,
P04,五都停車場高鐵嘉義二站,小型車762格、機車37格,"[{'RateName': '小型車', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 20, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
STO001,機一停車場,一般停車場,
DS01,東石鄉港口宮停車場,小型車238格、大型車68格,
P17,好庭車停車場,平面式小型車290格、機車130格,"[{'RateName': '小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
DL02,大林後火車站公有免費停車場(停二),汽機車混合停車場,
Cyhg01,公有免費停車場（仁和二路、小槺榔三路）,公有免費停車場,
P09,嘉義長庚醫院停車場（醫學大樓）,立體式小型車306格,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
P19,嘟嘟房新港奉天宮站停車場,平面小型車25格,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 60, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
P06,布袋港旅客服務中心停車場,平面小型車644格,"[{'RateName': '小型車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 160, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
P20,樟腦寮月香停車場,平面小型車25格,
Cyhg07,朴子配天宮公有停車場,公有免費停車場,
P13,嘟嘟房嘉義大同站,平面式小型車13格,"[{'RateName': '小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
BD01,公有免費停車場（岑海里舊派出所旁停車場）,小型車格109格,
CYHG02,創新地下停車場,地下停車場,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 10, 'MinHalfHourCharge': 0, 'StartTime': '08:00', 'EndTime': '17:00', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}]"
DL03,大林體育運動公園前公有免費停車場(停三),平面停車場,
Cyhg06,公有免費停車場（朴子五路、祥和二路）,公有免費停車場,
Puzi05,廣停八停車場,平面式大型車約10格小型車約20格,
STO002,停一停車場,一般停車場,"[{'RateName': '免費', 'RateDescription': '免費', 'RestrictionUserType': 254, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 0, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '00:00', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
CYHG03,府前地下停車場,地下停車場,"[{'RateName': '自小客車方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 10, 'MinHalfHourCharge': 0, 'StartTime': '08:00', 'EndTime': '17:00', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}]"
Puzi04,廣停五停車場,平面式小型車27格,
Puzi04,廣停五停車場,平面式小型車27格,
STO005,水上鄉停（四）停車場,免費,
P08,布袋港第三停車場,小型車416格,"[{'RateName': '小型車計時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
Puzi02,廣停六停車場,平面式停車格10格,
BD02,公有免費停車場（布袋文創對面停車場）,小型車格39格,
P15,嘟嘟房高鐵嘉義站,平面式小型車750格、機車803格,"[{'RateName': '小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 30, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}, {'RateName': '機車計時方案', 'RestrictionUserType': 0, 'SpaceType': 2, 'RateQualifier': 60, 'RatePrice': 10, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
HSZ_NI,牛埔地下停車場,地下二層小型車312格(含身心障礙停車位8格及友善車位7格),"[{'RateName': '臨停車費率', 'RateDescription': '一小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 340, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AG,東大陸橋停車場-中華站,立體式小型車:146格,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
HSZ_NA,南門機械停車場,機械式,"[{'RateName': '小客車計時方案', 'RateDescription': '每小時收費20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
HSZ_CH,赤土崎地下停車場,小型車592格、機車211格,"[{'RateName': '自小客車計時方案', 'RateDescription': '小型車臨時停車收費：  每小時20元（08-22）  每小時20元（22-翌日08），時段內最高收費60元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 340, 'MinHalfHourCharge': 1, 'Restriction': '24H', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
57,火車站後站(一、二、三、四)汽車停車場,平面小型車,"[{'RateName': '自小客計時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AB,新科國中地下停車場 ,"月租停車： (1)里民優惠(800公尺)：1,500元、 里民身心障礙1,000元 (2)一般民眾2,400元(含身障10格車位、婦幼車格8格)","[{'RateName': '機車計次方案', 'RestrictionUserType': 0, 'SpaceType': 2, 'RateQualifier': 0, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}, {'RateName': '自小客車計費方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
HSZ_MP,明湖公園平面停車場,小型車:30格,"[{'RateName': '小型客車臨時收費當日計次: 每次30元', 'RateDescription': '小型客車臨時收費當日計次: 每次30元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AA,頂竹圍地下停車場,平面小型車,"[{'RateName': ' 自小客車計時方案', 'RateDescription': '自小客車每小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AD,生命園區第一停車場,平面小型車,"[{'RateName': ' 自小客車計時方案 ', 'RateDescription': '自小客車每小時收費20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A5,稅務大樓地下停車場,未開放月租(包含身障車格3格、婦幼車格2格、友善車格3格),"[{'RateName': '自小客車計費方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
HSZ_ZO,動物園地下停車場,地下式小型車,"[{'RateName': '小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
HSZ_QL,青草湖立體停車場,立體停車場小型車66格,"[{'RateName': '自小客車計時方案', 'RateDescription': '小型客車臨時收費當日計次: 每次30元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 30, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
HSZ_LA,勞山新村機車停車場,147（含3格身心障礙車位）,
HSZ_RA,後站機車第二停車場,計次20元/次，月租300元/月,
AH,東大陸橋停車場-中央站,立體式小型車:216格,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
HSZ_FU,府後地下停車場,地下三層小型車286格(含身心障礙停車位6格及友善車位6格),"[{'RateName': '臨停車費率', 'RateDescription': '一小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
HSZ_ML,明志書院停車場,立體式小型車,"[{'RateName': '小客車計時方案', 'RateDescription': '', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 30, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
96,延平停車場,"月租停車： (1)里民優惠(200公尺)：1,200元、里民身心障礙1,000元 (2)一般民眾2,400元 *	備註說明： (1)月租額滿 (2)身障者享有當日當次前3小時免費一次之優惠(若離開後再返回，則不再享有優惠)。(包含兩格身障車格)","[{'RateName': '自小客車計費方案', 'RestrictionUserType': 1, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
HSZ_MN,南大路機車停車場,機車303格 （含6格身心障礙車位）,
HSZ_MI,民富機械停車場,機械式,"[{'RateName': '小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
HSZ_NO,北區行政大樓地下停車場,地下二層小型車108格(含身心障礙停車位2格及友善車位2格,"[{'RateName': '臨停車費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 340, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AI,竹光國民運動中心地下2樓及3樓停車場,地下式:137,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
ZH,中正市場停車場,平面小型車,"[{'RateName': ' 自小客車計時方案 ', 'RateDescription': '自小客車每小時收費20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
44,停七停車場,"月租停車： (1)里民優惠(300公尺)：1,200元、里民身心障礙1,000元 (2)一般民眾2,400元(包含身障車格2格)","[{'RateName': '自小客車方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00031, 東芥東大門停車場,平面式161個停車位,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車平日每小時收費40元；假日每小時60元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 40, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00017,台灣國際開發事業有限公司花蓮醫院停車場,全年適用,"[{'RateName': '小客車計時', 'RateDescription': '臨停每小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00024,停佳安(花蓮停四)機車停車場,平面停車面,
A00067,市八十三街停車場,平面式小型車停車場,
A00050,國富二街停車場,平面式停車場共計7格,"[{'RateName': '月繳$2500/月、季繳$2200/月、年繳$2000/月', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 100, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00079,城中大樓停車場,平面停車場80(含2個身心障礙及2個婦幼停車位),"[{'RateName': '小客車計時方案', 'RateDescription': '自小客車10元/半小時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00009,遠東百貨股份有限公司花蓮和平分公司,汽車358格機車558格,"[{'RateName': '小客車計時收費', 'RateDescription': '計時收費每小時30元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 30, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00072,好樂停 HAPPY PARKING–忠孝停車場,平面戶外小型車停車場,"[{'RateName': '自小客車計時方案', 'RateDescription': '計時：10元/半小時(0~24)', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00018,彪吉利停場車(國民段469號),機車格,"[{'RateName': '小汽車計時', 'RateDescription': '平／假日一小時$25', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 25, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00040,花蓮文化創意產業園區停車場,大型車6位，小型車52位,"[{'RateName': '自小客車計時方案', 'RateDescription': '每30分鐘新臺幣10元，未滿30分鐘者以30分鐘計。', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00013,明禮路停車場,小型車106格,"[{'RateName': '計時方案', 'RateDescription': '每小時20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
